GO:0006855	0.00689
GO:0016098	0.0297
GO:0071422	0.0143
GO:0070837	0.0143
GO:0015866	0.0143
GO:0015744	0.0143
GO:0006068	0.0012
GO:0015893	0.00519
GO:0097267	0.0108
GO:0019405	0.0222
GO:0001732	0.00021
GO:0032790	0.0221
GO:1902299	0.0221
GO:0006267	0.0221
GO:0006108	0.0221
GO:0006086	0.0221
GO:0036388	0.022
GO:1901679	0.000425
GO:0034310	0.000424
GO:0006067	1.6800000000000002e-05
GO:0006489	0.0451
GO:0000480	0.0451
GO:0015917	0.045
GO:0015871	0.045
GO:0015822	0.045
GO:0002933	0.0449
GO:0046465	0.0449
GO:0019563	0.0449
GO:0072530	7.329999999999999e-05
GO:0000727	0.00379
GO:0019373	5.3400000000000004e-05
GO:0006646	0.00135
GO:0000479	0.00134
GO:0000478	0.00134
GO:1904874	0.00134
GO:0075522	0.0161
GO:0120252	0.016
GO:1904851	0.016
GO:0034975	0.016
GO:0008300	0.016
GO:0009111	0.0027600000000000003
GO:0046341	0.00275
GO:0006621	0.0323
GO:0044598	0.0322
GO:0044597	0.0322
GO:0070816	0.0322
GO:0006265	0.0322
GO:0000447	0.0321
GO:0030638	0.0321
GO:0035247	0.0321
GO:0000244	0.00564
GO:0015697	0.00564
GO:0016024	0.00563
GO:0061952	0.000964
GO:0042738	2.7600000000000003e-05
GO:0006069	0.0115
GO:0042363	0.0115
GO:0072531	0.0115
GO:0002181	5.18e-15
GO:0002183	3.23e-06
GO:0042737	1.98e-05
GO:0006614	5.970000000000001e-19
GO:0006490	0.000118
GO:0006413	1.3500000000000002e-28
GO:0015865	1.8800000000000002e-07
GO:0042026	0.000687
GO:0019321	0.0039700000000000004
GO:0051503	3.84e-07
GO:0000462	3.83e-07
GO:0015868	3.82e-07
GO:0006488	0.000242
GO:0000717	0.000242
GO:0070203	0.023
GO:1904871	0.023
GO:1904869	0.023
GO:0035246	0.023
GO:0019852	0.0229
GO:1904872	0.00139
GO:0045324	8.329999999999999e-05
GO:0015867	4.72e-06
GO:1902410	0.00048300000000000003
GO:0000291	1.62e-06
GO:1990822	0.00812
GO:0006613	1.37e-18
GO:0015802	0.00281
GO:0002084	0.0456
GO:0006335	0.0456
GO:1904903	0.0456
GO:0000338	0.0455
GO:1904896	0.0455
GO:0030647	0.0455
GO:0034723	0.0454
GO:0046487	0.0454
GO:0045047	4.76e-20
GO:0006862	1.37e-07
GO:0043928	6.91e-06
GO:0000715	0.000343
GO:0009083	0.000342
GO:0010499	0.000341
GO:0046185	0.0161
GO:0006553	0.0161
GO:0045116	0.0161
GO:1904816	0.0161
GO:0006294	4.0600000000000004e-05
GO:0006271	0.00196
GO:0072599	6.99e-20
GO:0045046	0.000687
GO:0000184	3.3599999999999996e-20
GO:0051320	9.03e-11
GO:0000084	8.99e-11
GO:0006099	9.93e-06
GO:0006554	0.0319
GO:0045117	0.0319
GO:0090481	0.0319
GO:0006295	0.0013800000000000002
GO:0006293	0.00137
GO:0000469	0.00016999999999999999
GO:0070202	0.0318
GO:1902969	0.0318
GO:1902188	0.0114
GO:1901673	0.00392
GO:0006000	0.0114
GO:0070262	0.0114
GO:0000027	5.7999999999999994e-05
GO:0042574	0.0114
GO:0015919	0.000117
GO:0070911	0.000335
GO:0006541	0.0009599999999999999
GO:0039702	0.00275
GO:0006891	9.7e-06
GO:0006370	2.7699999999999996e-05
GO:0017144	2.63e-07
GO:0090383	0.00023500000000000002
GO:0090110	0.0222
GO:0030490	1.87e-07
GO:0006362	0.00016299999999999998
GO:0046112	0.00545
GO:0006656	3.8299999999999996e-05
GO:0036260	3.8299999999999996e-05
GO:0009452	3.82e-05
GO:0031145	2.9e-12
GO:0009226	0.00132
GO:0000470	0.000321
GO:0009168	0.00374
GO:0006283	4.73e-10
GO:0019400	0.0009119999999999999
GO:0006995	0.0434
GO:0046040	0.0433
GO:0006098	0.0433
GO:0043562	0.0433
GO:0015780	0.0432
GO:0009081	0.0009109999999999999
GO:0006081	8.25e-08
GO:0006739	0.00022200000000000003
GO:0006363	0.00022200000000000003
GO:0006521	4.29e-09
GO:0019081	0.0107
GO:0070972	1.52e-19
GO:0009084	0.0107
GO:0009070	0.0107
GO:0031163	0.000628
GO:0016226	0.000627
GO:0006740	0.0299
GO:0051290	0.0299
GO:0000463	0.0299
GO:0036258	0.000426
GO:1904814	0.0298
GO:0035435	0.0298
GO:0097428	0.0298
GO:0034035	0.0017800000000000001
GO:0050427	0.0017800000000000001
GO:0042273	9.02e-10
GO:0006458	1.7100000000000002e-05
GO:0051329	4.14e-10
GO:0051325	4.12e-10
GO:0006270	0.0003
GO:0032511	0.0206
GO:0006103	0.0206
GO:0006085	0.0206
GO:0034308	1.3e-10
GO:0019083	2.23e-14
GO:0000956	7.640000000000001e-25
GO:0036257	0.0005780000000000001
GO:0006448	0.0142
GO:0033119	0.00237
GO:0006084	0.000395
GO:0042573	0.000395
GO:0008210	0.000394
GO:0034033	1.91e-07
GO:0034030	1.9e-07
GO:1901661	0.000276
GO:0015695	0.000276
GO:0033866	1.9e-07
GO:1901264	7.55e-11
GO:0006296	0.00018999999999999998
GO:0006071	0.00671
GO:0009127	0.0067
GO:0009068	0.006690000000000001
GO:0046033	0.0392
GO:0071616	1.4400000000000001e-05
GO:0006544	0.0392
GO:0006047	0.0391
GO:0051085	0.000763
GO:0035384	1.4300000000000002e-05
GO:0046755	0.00455
GO:0006612	8.53e-21
GO:0006402	7.73e-25
GO:0000460	0.000359
GO:0051084	0.00024900000000000004
GO:0070979	0.00213
GO:0008299	0.00212
GO:0072329	3.79e-13
GO:0035337	0.00011599999999999999
GO:0070987	0.0128
GO:0048025	0.0128
GO:0046364	5.97e-06
GO:0010972	1.02e-09
GO:0043574	1.49e-08
GO:0009156	0.000687
GO:0006635	2.72e-06
GO:0000466	0.00877
GO:0042572	3.65e-05
GO:0022616	0.008759999999999999
GO:0006418	2.49e-05
GO:0033683	0.000323
